county_fips,year,month,outage_occurrence,outage_duration_mean,severe_weather_count,severe_weather_share,outage_mean_customers_mean,outage_max_customers_mean,county_name,year_centered,days_in_month,log_days,log_outage_occurrence,log_outage_duration_mean,log_outage_mean_customers
36085,2014,12,3.0,1.1666666666666667,0.0,0.0,863.8055555555555,868.6666666666666,Staten Island,-4.5,31,3.4339872044851463,1.3862943611198906,0.7731898882334818,6.762504690397282
36085,2015,1,3.0,1.6666666666666667,0.0,0.0,495.8888888888889,516.3333333333334,Staten Island,-3.5,31,3.4339872044851463,1.3862943611198906,0.9808292530117263,6.208366437498716
36085,2015,2,2.0,2.0,0.0,0.0,540.1363636363636,555.5,Staten Island,-3.5,28,3.332204510175204,1.0986122886681098,1.0986122886681098,6.293671305562647
36085,2015,3,5.0,1.5,0.0,0.0,1557.0733333333333,1926.0,Staten Island,-3.5,31,3.4339872044851463,1.791759469228055,0.9162907318741551,7.351205294214729
36085,2015,4,8.0,1.03125,0.0,0.0,669.0496031746031,803.25,Staten Island,-3.5,30,3.4011973816621555,2.1972245773362196,0.7086513670959106,6.507351744233547
36085,2015,5,5.0,1.4,0.0,0.0,382.0514285714286,544.4,Staten Island,-3.5,31,3.4339872044851463,1.791759469228055,0.8754687373538999,5.948169258420511
36085,2015,6,11.0,1.9545454545454546,0.0,0.0,1005.4811507936508,1348.3636363636363,Staten Island,-3.5,30,3.4011973816621555,2.4849066497880004,1.0833448165373212,6.914215517426741
36085,2015,7,5.0,5.85,0.0,0.0,1912.760215599239,4550.8,Staten Island,-3.5,31,3.4339872044851463,1.791759469228055,1.9242486522741338,7.556825284958555
36085,2015,8,7.0,1.0357142857142858,0.0,0.0,726.4673469387756,930.5714285714286,Staten Island,-3.5,31,3.4339872044851463,2.0794415416798357,0.7108467576593462,6.589569114105379
36085,2015,9,7.0,1.3571428571428572,0.0,0.0,1003.1077922077922,1004.4285714285714,Staten Island,-3.5,30,3.4011973816621555,2.0794415416798357,0.8574502318512216,6.911854657245471
